有情,非情
有心,無心
薄曇り,本曇り
有象,無象
疑う,信じる
歌男,歌女
内稽古,出稽古
内房,外房
笑顔,泣き顔
液化,気化
液体,気体
エキスパート,ビギナー
益金,損金
益鳥,害鳥
絵凧,字凧
枝,幹
Ｓ極,Ｎ極
Ｓ波,Ｐ波
Ｘ脚,Ｏ脚
エクステリア,インテリア
応分,過分
横柄,謙虚
応募,募集
往路,復路
横列,縦列
大字,小字
大雨,小雨
大物,小物
大家,店子
多い,少ない
大柄,小柄
大きい,小さい
大声,小声
大潮,小潮
オーソドックス,ヘテロドックス
朝霞,夕霞
朝方,夕方
暑い,寒い
厚い,薄い
暖かい,寒い
暖かい,冷たい
新しい,古い
後書き,前書き
後付け,前付け
後払い,前払い
彼方,此方
貴方,私
侮る,敬う
兄貴分,弟分
あの世,この世
甘い,辛い
甘い,苦い
甘党,辛党
余る,足りない
有る,無い
洗う,汚す
異族,同族
已然,未然
委託,受託
一軍,二軍
一言,多言
一事,万事
一時,常時
一代,永代
一人前,半人前
一瞥,熟視
一面,多面
一面,他面
一致,相違
一致,不一致
一致点,相違点
一流,二流
一流,三流
一長,一短
逸材,凡才
溢美,溢悪
一定,不定
内沙汰,表沙汰
内風呂,外風呂
内風呂,銭湯
内孫,外孫
内股,外股
現,夢
美しい,醜い
移す,留める
うっすら,はっきり
鬱陶しい,清清しい
鬱病,躁病
奪う,与える
内気,勝ち気
うまい,まずい
うまい,へた
右翼,左翼
薄着,厚着
埋める,掘る
裏声,地声
エクスポート,インポート
穢土,浄土
悦服,威服
エゴイスト,アルトルイスト
得易い,得難い
エピローグ,プロローグ
恵方,塞がり
エロス,アガペー
演繹,帰納
演繹法,帰納法
嚥下,吐瀉
遠隔,近隣
遠眼,近眼
円形,方形
遠距離,近距離
怨恨,恩義
衍字,脱字
燕雀,鴻鵠
臆病,豪胆
奥行,間口
治まる,乱れる
雄蕊,雌蕊
押す,引く
汚水,浄水
遅い,早い
遅い,速い
教わる,教える
劣る,優る
大人,子供
重い,軽い
愚か,賢い
叔母,叔父
伯母,伯父
雄花,雌花
お袋,親父
汚名,美名
面舵,取り舵
覚える,忘れる
汚染,清浄
現す,隠す
粗い,細かい
袷,単衣
暗算,筆算
暗愚,賢明
暗黒,光明
安心,心配
安心,不安
安全,危険
案の定,案外
安定,不安定
安定,変動
アントニム,シノニム
暗転,好転
暗夜,月夜
暗喩,直喩
安楽,苦労
アンラッキー,ラッキー
移動,固定
以内,以外
違反,遵守
違法,合法
イブ,アダム
居間,客間
イミテーション,ジェニュイン
依頼心,独立心
入れる,出す
陰鬱,明朗
陰気,陽気
陰極,陽極
韻文,散文
隠喩,直喩
インフレ,デフレ
裏面,表面
裏側,表側
裏通り,表通り
売値,買値
裏口,表口
憂い,喜び
嬉しい,悲しい
嬉し涙,悔し涙
売掛金,買掛金
上着,下着
上手,下手
上値,下値
上履き,下履き
上髭,下髭
上役,下役
運,不運
運航,欠航
運動,静止
遠写,近写
演習,実戦
遠心,求心
遠大,狭小
延長,短縮
円満,不和
塩水,淡水
厭世家,楽天家
円陣,方陣
円錐,角錐
円柱,角柱
円高,円安
炎天,寒天
円墳,方墳
遠洋,近海
閻魔顔,恵比須顔
汚点,美点
重荷,軽荷
親分,子分
親指,小指
終わる,始まる
恩人,仇敵
御社,小社
穏健,過激
穏健派,強硬派
女手,男手
女結び,男結び
女冥利,男冥利
音読,黙読
音読,訓読
カオス,コスモス
カソード,アノード
外圧,内圧
外延,内包
開会,閉会
海面,海中
海上,陸上
開幕,終幕
外角,内角
外観,内容
外形,実質
開業,閉業
改善,改悪
解雇,雇用
外交,内政
概算,精算
開始,終了
岸,沖
旧,新
虚,実
貴,賎
強,弱
北,南
記憶,忘却
既往,以往
気重,気軽
奇禍,僥倖
器楽,声楽
危惧,安堵
喜劇,悲劇
帰結,理由
既決,未決
帰港,出港
起工,竣工
起工,完工
苦,楽
黒,白
薬,毒
屑,宝
屈,伸
食い気,色気
クイーン,キング
クイック,スロー
苦境,楽境
空間,時間
空気感染,接触感染
偶吟,苦吟
空車,実車
空席,満席
空虚,充実
空前,絶後
空疎,充実
ケアレス,ケアフル
軽科,重科
境外,境内
軽患,重患
慧眼,凡眼
軽快,鈍重
軽快,荘重
警戒色,保護色
経験,思弁
敬具,拝啓
軽減,加重
軽工業,重工業
軽視,重視
形而上,形而下
軽症,重症
軽傷,重傷
警戒,油断
故意,過失
濃い,薄い
濃い,淡い
好意,悪意
好意,敵意
高緯度,低緯度
公印,私印
高遠,卑近
高価,安価
高価,廉価
硬化,軟化
硬貨,紙幣
高雅,低俗
公海,領海
高貴,下賤
広義,狭義
好転,悪化
好況,不況
概説,詳説
外地,内地
害虫,益虫
快調,不調
買手,売手
解任,就任
解任,任命
解放,拘束
快楽,苦痛
加害,被害
拡大,縮小
各論,総論
寡作,多作
過小,過大
過小,過多
過剰,不足
加算,減算
仮性,真性
課税,免税
仮説,定説
仮設,常設
過疎,過密
過度,適度
既婚,未婚
希釈,濃縮
希少,夥多
起床,就寝
気丈,気弱
既成,未成
偽善,偽悪
吉日,凶日
几帳面,ずぼら
既遂,未遂
奇数,偶数
帰省ラッシュ,Uターンラッシュ
吉報,凶報
吉夢,悪夢
起点,終点
機敏,遅鈍
起伏,平坦
義務,権利
義父,義母
偽名,実名
逆境,順境
却下,受理
空想,現実
空想的,現実的
空弾,実弾
偶蹄類,奇蹄類
偶発的,計画的
空理,実理
空腹,満腹
陸路,海路
愚挙,壮挙
苦言,甘言
愚妻,賢妻
公家,武家
愚察,賢察
愚者,賢者
口授,筆授
具象,抽象
愚説,卓説
苦戦,善戦
具体,抽象
具体化,抽象化
具体的,抽象的
口軽,口重
口下手,口上手
継子,実子
慶事,弔事
形式,内容
軽率,慎重
軽少,莫大
経線,緯線
継続,断絶
継続,中断
経度,緯度
軽微,甚大
軽蔑,尊敬
迎撃,出撃
下界,天上
激増,激減
下戸,上戸
夏至,冬至
下作,上作
下策,上策
下種,上種
下水,上水
下旬,上旬
結合,分離
月光,日光
好景気,不景気
攻撃,防御
攻撃,守備
高潔,卑劣
高血圧,低血圧
公権,私権
合憲,違憲
好材料,悪材料
公傷,私傷
高姿勢,低姿勢
高尚,低俗
向上,堕落
向上,低下
後進,先進
攻勢,守勢
公道,私道
広大,狭小
巧遅,拙速
高地,低地
好調,不調
公的,私的
公転,自転
購入,売却
借りる,貸す
借りる,返す
可燃,不燃
華美,質素
上座,下座
官学,私学
歓喜,悲哀
寒気,暑気
官軍,賊軍
簡潔,冗長
完結,未完
関西,関東
贋作,真作
観察,実験
漢字,仮名
元日,大晦日
頑丈,華奢
求職,求人
給水,配水
急進,漸進
休日,平日
急性,慢性
急落,急騰
供給,需要
狂気,正気
強健,病弱
強固,軟弱
凶作,豊作
興,不興
協調,排他
協調,対立
拒否,承認
拒否,承諾
拒否,応諾
下り,上り
下る,上る
屈曲,伸張
愚直,狡猾
愚鈍,利発
苦難,快楽
配る,集める
愚昧,賢明
組頭,組子
与し易い,手強い
曇り,晴れ
曇る,照る
与する,敵する
蔵入れ,蔵出し
クリエイティブ,イミテイティブ
苦しみ,楽しみ
結婚,離婚
傑作,駄作
決断,躊躇
欠点,美点
結党,解党
結尾,起首
下落,騰貴
原因,結果
嫌悪,愛好
健康,病気
健康,病弱
原告,被告
顕在,潜在
現在,過去
現在,未来
現実,理想
原書,訳書
硬派,軟派
後輩,先輩
購買,販売
硬筆,毛筆
好評,不評
幸福,不幸
公平,差別
公法,私法
高慢,謙虚
巧妙,稚拙
公用,私用
公立,私立
国立,私立
交流,直流
極楽,地獄
午後,午前
誤字,正字
官製,私製
閑静,喧騒
幹線,支線
完全,欠如
寛大,狭量
簡単,複雑
寒中,暑中
閑中,忙中
干潮,満潮
貫徹,挫折
寒波,熱波
完敗,圧勝
完備,不備
灌木,喬木
完訳,抄訳
寛容,厳格
簡略,詳細
寒流,暖流
寒冷,温暖
共同,単独
共有,専有
許可,禁止
極大,極小
虚像,実像
疑念,確信
凝固,融解
着る,脱ぐ
綺麗,汚い
巨大,微小
嫌う,好む
近接,遠隔
近代,古代
近因,遠因
近国,遠国
近視,遠視
緊張,弛緩
金納,物納
勤勉,怠惰
近辺,遠方
苦しむ,楽しむ
来る年,行く年
暮れ,明け
黒星,白星
黒目,白目
玄人,素人
黒潮,親潮
詳しい,疎い
加える,除く
君子,小人
君主,臣下
軍需,民需
軍人,文民
軍縮,軍拡
訓読み,音読み
現象,本体
健側,患側
圏内,圏外
減少,増加
現状維持,現状打破
現職,前職
賢人,愚人
現世,来世
原則,例外
減退,増進
献杯,返杯
倹約,贅沢
倹約,奢侈
倹約,浪費
謙遜,不遜
原理,応用
極寒,酷暑
語幹,語尾
語尾,語頭
語末,語頭
古参,新参
古風,今風
個人,社会
個人,団体
個別,全体
個別,総合
根幹,枝葉
困窮,裕福
困難,容易
根本,枝葉
混乱,整頓
混乱,秩序
混乱,統一
罪,功
細雨,大雨
債権,債務
債権者,債務者
在家,出家
採血,輸血
才女,才子
細字,太字
最初,最後
再犯,初犯
再婚,初婚
財産刑,自由刑
栽培,自生
細説,概説
最古,最新
採光,遮光
最高,最低
始,終
始,末
子,親
死,生
私,公
師,弟
試案,成案
至易,至難
自愛,自虐
自愛,他愛
子音,母音
私益,公益
私営,公営
自我,非我
紫外線,赤外線
自覚,覚他
私企業,公企業
集中,分散
柔軟,強硬
収入,支出
収賄,贈賄
主観,客観
主賓,陪賓
祝賀,哀悼
祝辞,弔辞
熟練,未熟
主語,述語
主食,副食
主人,客人
主体,客体
受諾,拒絶
出御,入御
出勤,欠勤
出席,欠席
水,火
水圧,気圧
水面,水底
衰運,盛運
水害,干害
衰退,発展
水平,垂直
水田,陸田
水浴,温浴
進む,退く
素直,意地っ張り
既に,未だに
頭脳労働,肉体労働
好き,嫌い
素早い,鈍い
鋭い,鈍い
疎,密
粗,精
粗,密
増,減
憎,愛
粗悪,精好
増益,減益
造花,生花
創刊,廃刊
争議,和解
相応,不相応
創業,守成
創業,廃業
総計,小計
壮健,病弱
相互的,一方的
早婚,晩婚
罪過,功績
歳出,歳入
細心,放胆
最善,最悪
最前列,最後列
最多,最少
最上,最下
妻帯,独身
最大,最小
最大限,最小限
最高値,最安値
最短,最長
財団,社団
才物,鈍物
細別,大別
歳末,歳旦
細密,粗大
在銘,無銘
在来種,外来種
在来線,新幹線
最良,最悪
磁器,陶器
死去,誕生
時化,凪
刺激,反応
自国語,外国語
自罪,原罪
自作,代作
思索的,経験的
自殺,他殺
資産,負債
事実,虚構
支社,本社
師匠,弟子
死者,生者
鎮める,煽る
自然,人工
自薦,他薦
事前,事後
集中,散漫
出発,到着
出版,絶版
主役,脇役
受領,提出
消耗,蓄積
私費,公費
弱肉強食,共存共栄
春分,秋分
順風,逆風
昇格,降格
勝者,敗者
乗車,下車
乗馬,下馬
上昇,下降
上昇,低下
上席,末席
饒舌,緘黙
承諾,拒絶
消灯,点灯
上等,下等
衰亡,興隆
睡眠,覚醒
澄む,濁る
すべすべ,ざらざら
瀬,淵
成案,草案
清音,濁音
正確,不正確
正義,不義
正答,誤答
清潔,不潔
制限,無制限
正攻,奇襲
精巧,粗雑
正座,安座
生産,消費
生産者,消費者
正式,略式
早参,遅参
早産,晩産
増産,減産
送辞,答辞
増資,減資
相思相愛,片思い
漕手,舵手
早秋,晩秋
増収,減収
早熟,晩成
早熟,晩熟
早成,晩成
早春,晩春
送信,受信
送信機,受信機
増水,減水
喪失,獲得
増税,減税
増配,減配
騒然,粛然
創造,模倣
差益,差損
冴える,鈍る
栄える,衰える
逆手,順手
逆らう,従う
盛り場,場末
昨日,明日
左傾,右傾
左舷,右舷
削減,増加
削減,追加
削除,増補
削除,添加
削除,付加
些細,重大
囁く,叫ぶ
鎖国,開国
座礁,離礁
自然災害,人為災害
死蔵,活用
子息,息女
子孫,先祖
子孫,祖先
失意,得意
実益,実害
質疑,応答
失業,就業
実業,虚業
失効,発効
執行機関,議決機関
漆黒,純白
実在,架空
実質,形式
実質犯,形式犯
上品,下品
勝利,敗北
蒸留,乾留
詳論,略論
助演,主演
初夏,晩夏
序曲,終曲
食後,食前
徐行,疾行
処女,童貞
女性,男性
諸善,諸悪
女装,男装
上流,下流
叙事,抒情
序論,本論
序文,跋文
自力,他力
精子,卵子
誠実,不実
誠実,不誠実
静寂,喧噪
脆弱,強靭
成熟,未熟
精神,肉体
精神的,物質的
正装,略装
精読,乱読
整頓,乱雑
整然,雑然
成文律,不文律
正門,裏門
西洋,東洋
清流,濁流
正論,邪論
積極,消極
総則,細則
相対的,絶対的
早着,遅着
送別,留別
双方,片方
双方,一方
早漏,遅漏
阻害,助長
即位,退位
俗語,雅語
俗字,正字
側室,正室
促進,抑制
続伸,続落
属性,実体
速筆,遅筆
側面,正面
齟齬,符合
細波,大波
雑居房,独房
雑種,純系
雑詠,題詠
雑収入,定収入
雑多,斉一
雑木,名木
里親,里子
悟り,迷い
左派,右派
差別,平等
妨げる,助ける
冷める,暖まる
左右,前後
明か,仄か
作用,反作用
左腕,右腕
参加,不参加
座礼,立礼
酸化,還元
山上,山下
残暑,余寒
斬新,陳腐
参議院,衆議院
賛成,反対
産前,産後
山賊,海賊
山頂,山麓
山道,海道
散瞳,縮瞳
湿潤,乾燥
失職,就職
実戦,理論
質素,贅沢
失敗,成功
質問,解答
質問,回答
質問,答弁
市内,市外
詩的,散文的
自動,他動
支配,従属
地味,派手
邪悪,善良
弱者,強者
借用,貸与
借用,返済
釈放,拘禁
釈放,検挙
邪道,正道
自由,専制
自由,束縛
自由,統制
醜悪,美麗
従因,主因
衆院,参院
縦貫,横貫
収益,損失
終業,始業
集結,散開
自立,依存
じり貧,じり高
自律,他律
自立語,付属語
新鋭,古豪
進化,退化
進行,停止
進行,後退
人災,天災
心的,物的
人的,物的
紳士,淑女
真実,虚偽
進取,退嬰
辛勝,楽勝
新制,旧制
心服,畏服
進歩,退歩
進歩的,保守的
親密,疎遠
深層,表層
信用,不信
深夜,白昼
新約,旧約
新訳,旧訳
新暦,旧暦
針葉樹,広葉樹
進路,退路
新例,古例
新郎,新婦
積極的,消極的
接近,離脱
接近,離反
絶対,相対
接頭語,接尾語
設置,撤去
絶望,希望
絶賛,酷評
絶頂,どん底
浅見,卓見
漸減,漸増
善業,悪業
先刻,後刻
全国紙,地方紙
戦前,戦後
前妻,後妻
前進,後退
前世,来世
専制的,民主的
全体,部分
全部,一部
先天,後天
全日制,定時制
専任,兼任
全貌,一斑
前回,次回
千秋楽,初日
全身,局部
占領,撤退
善良,不良
底値,天井値
粗雑,精密
組織票,浮動票
粗食,美食
疎水,親水
素数,非素数
即効性,遅効性
続行,中止
粗暴,温和
粗野,優雅
祖父,祖母
背く,従う
粗糖,精糖
外側,内側
外面,内面
外堀,内堀
外蓋,内蓋
粗末,大切
粗末,立派
ゾル,ゲル
ソロ,ユニゾン
ソワレ,マチネ
疎漏,厳密
尊敬,侮辱
尊崇,冒涜
尊属,卑属
尊大,卑下
尊重,無視
損害,利益
尊皇,佐幕
田,畑
退会,入会
体言,用言
大器,小器
大群,小群
大規模,小規模
大吉,大凶
大義,小義
退却,進撃
大国,小国
対抗,本命
対抗,結託
大差,小差
第三者,当事者
代書,自書
大勝,大敗
耐暑,耐寒
大事,小事
父,母
父親,母親
父方,母方
地下,地上
稚魚,成魚
蓄財,散財
遅刻,早退
治水,治山
遅効性,速効性
恥辱,名誉
父の日,母の日
縮む,伸びる
縮める,伸ばす
知能犯,強力犯
遅発,早発
地平線,水平線
地方公務員,国家公務員
追随,率先
追跡,逃走
対幅,独幅
費やす,蓄える
通学,独学
通勤,住み込み
通常国会,特別国会
通常国会,臨時国会
通常逮捕,緊急逮捕
通常逮捕,現行犯逮捕
通常葉書,往復葉書
通水,断水
通人,野暮天
手,足
天,地
低圧,高圧
低位,高位
低温,高温
低音,高音
定温動物,変温動物
低額,高額
低学年,高学年
低気圧,高気圧
定期,不定期
低級,高級
定休,臨休
定期預金,普通預金
低吟,高吟
締結,廃棄
登校,下校
問う,答える
尊い,卑しい
同意語,反意語
同一,不同
頭韻,脚韻
同化,異化
東欧,西欧
同義語,反対語
同義語,反意語
同義語,対義語
同居,別居
同業,異業
同系,異系
当校,他校
統合,分化
統合,分裂
動産,不動産
大乗,小乗
退職,就職
大食,小食
泰然自若,戦戦恐恐
大胆,小心
大胆,小胆
体内,体外
大発会,大納会
逮捕,釈放
大量,少量
大漁,不漁
体力,気力
対話,独話
ダウンロード,アップロード
地方税,国税
地方分権,中央集権
緻密,杜撰
緻密,散漫
地変,天変
着席,起立
着任,離任
着工,完工
着陸,離陸
中元,歳暮
中央,地方
中古,新品
忠告,追従
注釈,本文
中心,周辺
通性,特性
通称,本名
通説,異説
通読,熟読
ツーピース,ワンピース
通有,特有
通覧,熟覧
通例,異例
通例,特例
通論,各論
通論,異論
つかむ,離す
束の間,永久
月末,月初め
月並み,風変わり
逓減,逓増
抵抗,屈服
定時,随時
定時,臨時
貞淑,淫奔
低所,高所
貞女,淫婦
泥酔,微酔
定数,変数
定性分析,定量分析
定説,異説
貞節,不貞
提訴,応訴
提訴,受訴
低利,高利
等式,不等式
当事国,第三国
当社,他社
闘争,和合
謄本,抄本
統治者,被治者
動脈,静脈
冬眠,夏眠
同門,他門
同質,異質
同種,異種
登場,退場
当選,落選
動的,静的
読点,句点
当番,非番
倒す,起こす
手弱女,益荒男
鷹派,鳩派
他国,自国
多神教,一神教
達筆,悪筆
他人,身内
他人,自分
駄馬,駿馬
多勢,無勢
多弁,寡黙
多忙,閑暇
立つ,すわる
奪還,奪取
脱稿,起稿
脱色,染色
脱退,加入
忠臣,逆臣
中枢,末梢
中絶,持続
中毒,解毒
懲悪,勧善
長調,短調
弔電,祝電
長髪,短髪
頂上,麓
長身,短身
挑戦,応戦
張力,圧力
長女,長男
懲罰,褒賞
朝礼,終礼
長編,短編
直筆,曲筆
月夜,闇夜
着く,発つ
付く,取れる
作り話,実話
作り声,地声
つける,消す
呟く,喚く
繋ぐ,切る
常々,折々
常に,稀に
常に,偶に
粒餡,漉し餡
妻,夫
詰袖,振袖
梅雨入り,梅雨明け
強い,弱い
低率,高率
定立,反定立
手枷,足枷
敵,味方
敵国,与国
適切,不適切
適当,不適当
適任,不適任
でぶ,やせ
弟子,師
弟子,師匠
弟子,先生
適格,欠格
適格,不適格
摘発,看過
出口,入り口
凸凹,平ら
動揺,安定
当主,先代
同類,異類
遠い,近い
通す,塞ぐ
度外視,重要視
都会,田舎
得,損
時折,度度
時時,度度
独演,共演
独唱,合唱
特殊,一般
特殊,普遍
特殊性,一般性
多様性,画一性
多量,少量
単一,複合
単行本,全集
単式,複式
単純,複雑
短所,長所
短小,長大
淡水湖,鹹水湖
誕生,死亡
暖色,寒色
暖冬,厳冬
単数,複数
断念,執着
短命,長寿
短慮,深慮
直言,曲言
直訳,意訳
直射光,反射光
長子,末子
直球,変化球
直前,直後
直径,半径
直接,間接
直線,曲線
直観,推論
沈下,隆起
鎮火,発火
鎮火,出火
賃貸,賃借
賃借権,賃貸権
鎮静,興奮
陳腐,新奇
沈没,浮上
強気,弱気
強腰,弱腰
強気筋,弱気筋
強材料,弱材料
強火,弱火
強み,弱み
貫く,挫ける
つるつる,ざらざら
連れ込む,連れ出す
天為,人為
天国,地獄
天才,凡才
天使,悪魔
点在,密集
転借,転貸
恬淡,貪欲
点線,実線
転出,転入
伝統,革新
伝説,史実
天然樹脂,合成樹脂
伝授,伝受
天動説,地動説
天罰,天佑
天然,人工
独創,模倣
得点,失点
特別,普通
独立,依存
独立,隷属
独立,従属
得恋,失恋
溶ける,固まる
登山,下山
年上,年下
整う,乱れる
ドライ,ウエット
トラジック,コミック
取る,捨てる
鈍感,敏感
鈍足,俊足
内,外
中,外
内因,外因
内科,外科
内職,本職
内苑,外苑
内勤,外勤
内径,外径
内示,公示
内在的,外在的
内需,外需
内部,外部
内助,外援
内用,外用
内親王,親王
難産,安産
軟式,硬式
軟質,硬質
難解,平易
南東,北西
南下,北上
南欧,北欧
南北,東西
南極,北極
新妻,古妻
荷受け,荷送り
苦手,得手
苦手,得意
入金,出金
入港,出港
入札,落札
入室,退室
入社,退社
入場,退場
入籍,除籍
入選,落選
入隊,除隊
入団,退団
二枚目,三枚目
任意,強制
人間界,自然界
人間業,神業
値下げ,値上げ
熱,冷
ネガ,ポジ
ネガティブ,ポジティブ
根暗,根明
猫面,馬面
熱愛,憎悪
熱気,冷気
熱帯,寒帯
熱心,不熱心
熱中,退屈
熱湯,冷水
熱湯,微温湯
粘る,諦める
濃,淡
濃艶,清楚
納会,発会
農業,工業
農業,商業
濃厚,希薄
濃厚,淡白
濃彩,淡彩
納税,徴税
農地,宅地
納入,徴収
能動,受動
農繁期,農閑期
能動的,受動的
能文,拙文
長生き,早死に
仲直り,仲違い
長羽織,茶羽織
ナット,ボルト
夏物,冬物
夏木立,冬木立
夏山,冬山
夏日,冬日
撫で肩,怒り肩
名前,苗字
怠け者,働き者
生返事,二つ返事
軟骨,硬骨
賑やか,寂しい
憎しみ,慈しみ
肉眼,心眼
肉食,菜食
肉食,草食
逃げる,追う
二元論,一元論
日舞,洋舞
日食,月食
贋物,本物
二毛作,一毛作
入院,退院
入会,脱会
入学,卒業
縫い針,待ち針
縫う,解く
抜く,刺す
抜く,はめる
脱ぐ,着る
脱ぐ,履く
脱ぐ,被る
温燗,熱燗
濡れる,乾く
眠る,覚める
寝る,起きる
寝技,立ち技
年長,年少
年始,年末
年頭,年末
能弁,訥弁
昇る,沈む
後々,前々
ノーマル,アブノーマル
後の世,先の世
後程,先程
野中,町中
野良犬,飼い犬
野良猫,飼い猫
のろのろ,てきぱき
暢気,せっかち
ノンフィクション,フィクション
敗因,勝因
売価,原価
敗軍,勝軍
背景,前景
廃止,存続
廃止,存置
稗史,正史
排泄,摂取
背臨,臨書
入る,出る
敗走,追撃
背面,正面
敗訴,勝訴
莫迦,利口
破壊,建設
破戒,持戒
莫大,僅少
東,西
美,醜
B.C.,A.D.
ヒーロー,ヒロイン
引く,足す
悲運,幸運
被害者,加害者
控え目,大袈裟
日陰,日向
日傘,雨傘
干菓子,生菓子
東風,西風
東側,西側
東日本,西日本
東半球,西半球
光,影
歩合給,固定給
風車,水車
封書,葉書
風流,無風流
増える,減る
フォーマル,インフォーマル
醜男,色男
フォルティッシモ,ピアニシモ
部下,上司
深い,浅い
部外,部内
不可逆,可逆
富貴,貧困
俯角,仰角
不確実,確実
ブラック企業,ホワイト企業
分析,総合
文明,未開
分裂,合同
分裂,統一
閉,開
平穏,不穏
閉音節,開音節
平滑筋,横紋筋
閉館,開館
平家,源氏
閉経,初経
閉口,開口
閉校,開校
閉講,開講
豊,凶
忙,閑
防,攻
報恩,忘恩
暴飲,暴食
暴食,節食
放火,失火
邦貨,外貨
邦楽,洋楽
包含,除外
傍観,介入
防寒,防暑
放棄,行使
放棄,保持
暴君,仁君
傍系,直系
望月,朔月
薄情,厚情
博学多才,浅学非才
白眼,青眼
白梅,紅梅
白票,青票
白米,玄米
剥奪,付与
舶来,国産
働く,怠ける
発生,消滅
白血球,赤血球
発注,受注
恥じる,誇る
吐く,吸う
暴露,隠蔽
薄給,高給
派生的,根源的
外れ,当たり
発熱,解熱
派兵,撤兵
パッシブ,アクティブ
光,闇
避寒,避暑
彼岸,此岸
悲観的,楽観的
引き受ける,断る
引き算,足し算
引き潮,満ち潮
被虐,加虐
ビキナー,エキスパート
卑金属,貴金属
非金属,金属
比丘,比丘尼
低い,高い
否決,可決
微減,微増
非公開,公開
非公式,公式
非合理的,合理的
微弱,強烈
微視的,巨視的
美女,美男
美女,悪女
深さ,浅さ
深手,浅手
不可能,可能
不可分,可分
俯瞰,仰望
俯瞰,仰視
負極,正極
父系,母系
不完全,完全
不機嫌,上機嫌
不起訴,起訴
不急,火急
不器用,器用
副因,主因
福因,禍因
伏臥,仰臥
伏臥,横臥
復学,休学
復学,停学
複眼,単眼
副業,本業
副産物,主産物
袋小路,抜小路
平行,交差
併合,分割
平常,非常
平時,戦時
平然,愕然
平地,山地
平野,山地
閉店,開店
平熱,高熱
平熱,微熱
平年,閏年
閉門,開門
閉鎖,開放
別学,共学
平方根,立方根
平凡,非凡
閉幕,開幕
平民,貴族
平面,曲面
平面図,側面図
平面図,立面図
平面的,立体的
並列,直列
芳香,悪臭
亡国,興国
豊作,凶作
棒上げ,棒下げ
放出,備蓄
飽食,飢餓
邦人,外人
防戦,攻戦
放任,統制
放任,干渉
放浪,定住
補完財,代替財
僕,君
豊富,貧弱
法名,俗名
放電,充電
冒頭,末尾
暴落,暴騰
暴落,高騰
保険者,被保険者
牡丹雪,粉雪
発言,沈黙
発車,停車
発信,受信
流行る,廃れる
バランス,アンバランス
晴れ着,普段着
破廉恥,廉恥
半,丁
繁栄,衰微
半減,倍増
反感,好意
反主流派,主流派
搬入,搬出
反磁性,常磁性
反戦論,主戦論
美女,醜女
微笑,哄笑
密か,露わ
筆禍,舌禍
筆記試験,口述試験
筆述,口述
必然,偶然
必然,蓋然
筆答,口答
必要,不要
皮肉,世辞
否定,肯定
否認,是認
微分,積分
秘密,公然
複式簿記,単式簿記
不公平,公平
不合理,合理
プロ,アマ
服従,反抗
不戦勝,不戦敗
不祝儀,祝儀
不首尾,上首尾
不純,純粋
不浄,清浄
譜代,外様
沸点,氷点
不足,充足
不出来,上出来
筆不精,筆忠実
平和,戦争
ペシミスト,オプティミスト
ペシミズム,オプティミズム
別人,同人
別々,一緒
蔑称,敬称
ヘビー,ライト
ヘテロ,ホモ
偏愛,博愛
返還,没収
変則,正則
変化,不変
偏在,遍在
変事,常事
保母,保父
保護,迫害
保護貿易,自由貿易
誇らしい,恥ずかしい
捕手,投手
保守,革新
